att3,att4,att1,att5,att7,att9,att6,att8,att19,att2,classe
9,0.0,45,0.111111,12.795401,15.930981,25.5,27.277779,-2.360491,108,FOLIAGE
9,0.0,59,0.0,0.82963,0.355556,0.777778,1.0,-2.149743,99,FOLIAGE
9,0.0,67,0.0,3.708349,3.197221,6.722223,2.666667,-2.307511,136,FOLIAGE
9,0.0,226,0.0,0.088889,0.211111,0.333333,0.5,-2.155984,110,FOLIAGE
9,0.0,231,0.0,14.962965,6.433335,3.444445,1.833333,-2.118937,124,FOLIAGE
9,0.0,103,0.0,0.827759,0.691215,0.944445,0.833333,-2.237562,125,FOLIAGE
9,0.0,1,0.0,267.45554,205.36296,12.166667,9.222222,-2.438409,81,FOLIAGE
9,0.0,230,0.0,0.107407,0.151852,0.277778,0.277778,-2.094395,124,FOLIAGE
9,0.0,58,0.0,0.251852,1.677777,0.888889,2.833333,-2.283787,109,FOLIAGE
9,0.0,59,0.0,1.986063,1.869838,2.166667,1.444444,-2.231261,120,FOLIAGE
9,0.0,140,0.0,0.222222,3.777778,0.666667,2.666667,-2.234241,125,FOLIAGE
9,0.0,127,0.0,0.122222,0.607407,1.5,0.888889,-2.257412,143,FOLIAGE
9,0.0,23,0.0,0.077778,0.151852,0.5,0.388889,-2.094395,129,FOLIAGE
9,0.0,191,0.0,1.293861,0.772202,1.111111,0.944446,-2.006,119,CEMENT
9,0.0,219,0.0,0.32963,0.933332,1.277777,0.666667,-1.962646,80,CEMENT
9,0.0,136,0.0,1.544406,1.526313,1.222222,2.055555,-2.045905,45,CEMENT
9,0.0,66,0.0,4.044447,0.429629,3.000001,2.777778,-2.138726,160,CEMENT
9,0.0,190,0.0,2.296298,1.67778,1.888889,2.166666,-1.996082,105,CEMENT
9,0.0,37,0.0,0.177777,2.874073,1.000001,2.555556,-1.886072,78,CEMENT
9,0.0,198,0.0,4.385187,59.54075,2.444444,8.555555,-1.908348,127,CEMENT
9,0.0,191,0.0,0.779363,1.186342,1.111112,1.111111,-2.094303,101,CEMENT
9,0.0,243,0.0,4.359749,1.833839,4.444445,1.555555,-1.910735,120,CEMENT
9,0.0,230,0.0,0.928958,0.860663,3.277779,1.444443,-2.106235,117,CEMENT
9,0.0,151,0.0,4.577317,0.389682,8.388889,0.722222,-2.046542,89,CEMENT
9,0.0,176,0.0,0.774075,0.651851,1.944444,1.444445,-2.00619,100,CEMENT
9,0.0,118,0.0,0.4,2.122222,0.666667,1.833334,-2.158805,126,CEMENT
9,0.0,42,0.0,0.975628,0.365148,1.388891,0.999999,-2.030703,57,CEMENT
9,0.0,217,0.0,2.551854,0.507408,2.055556,1.055555,-2.237972,148,CEMENT
9,0.111111,14,0.0,0.474074,0.740741,0.888889,1.111111,-2.108911,146,CEMENT
9,0.0,22,0.0,1.259042,0.623611,1.88889,1.166667,-2.105073,87,CEMENT
9,0.0,130,0.0,1.047041,0.836659,1.111111,0.833334,-2.042422,32,CEMENT
9,0.0,162,0.0,0.960324,1.455513,2.166667,2.222222,-1.802554,159,CEMENT
9,0.0,150,0.0,1.633334,0.418518,2.166667,1.388889,-1.943449,158,CEMENT
9,0.0,163,0.0,2.21111,0.962963,1.833334,1.555556,-1.984308,68,CEMENT
9,0.0,187,0.0,0.711111,0.711109,1.333333,1.333333,-1.942698,80,CEMENT
9,0.0,140,0.0,0.82776,1.003696,1.722221,0.777777,-1.681589,73,CEMENT
9,0.0,236,0.0,0.403687,0.742868,0.777779,1.277778,-2.09948,117,CEMENT
9,0.0,112,0.0,6.945556,0.879814,7.38889,1.277777,-2.108813,90,CEMENT
9,0.0,197,0.0,17.3628,0.904721,21.666666,0.944444,-1.995536,121,CEMENT
9,0.111111,141,0.222222,4.449303,2.319004,3.722223,5.0,-2.030048,17,CEMENT
9,0.0,79,0.0,3.761896,0.658281,4.277777,0.833333,-2.144507,28,CEMENT
9,0.0,169,0.0,0.355555,0.296295,1.0,0.888889,-1.985584,102,CEMENT
9,0.0,208,0.0,1.23678,25.537477,1.388887,26.444445,-1.970812,65,CEMENT
9,0.0,189,0.0,0.0,0.0,0.0,0.0,0.0,144,WINDOW
9,0.0,189,0.0,0.0,0.0,0.0,0.0,0.0,141,WINDOW
9,0.0,210,0.0,0.0,0.0,0.0,0.0,0.0,153,WINDOW
9,0.0,57,0.0,1.306678,4.703426,1.722222,6.166666,-2.129746,89,WINDOW
9,0.0,243,0.0,0.311111,0.02963,0.666667,0.222222,-2.071242,94,WINDOW
9,0.0,229,0.0,0.547722,2.041242,0.5,2.833333,-2.150638,104,WINDOW
9,0.0,226,0.0,0.0,0.0,0.0,0.0,0.0,131,WINDOW
9,0.0,196,0.0,1.123816,1.264911,1.722222,1.333333,-1.749258,95,WINDOW
9,0.0,43,0.0,1.707408,0.82963,1.944444,1.222222,-1.933239,152,WINDOW
9,0.0,54,0.0,1.007407,0.344444,1.555556,0.5,-2.048,133,WINDOW
9,0.0,157,0.0,1.241266,0.172133,1.222222,0.222222,-2.160912,85,WINDOW
9,0.0,96,0.0,0.285185,0.42963,0.722223,0.444445,-2.084893,94,WINDOW
9,0.0,152,0.0,0.611111,131.80739,0.5,10.777778,-2.115567,155,WINDOW
9,0.0,208,0.0,1.730981,0.501848,1.722222,0.444445,-2.162383,34,WINDOW
9,0.0,222,0.0,0.250924,0.557773,0.277778,0.666667,-2.034152,62,WINDOW
9,0.0,123,0.0,0.0,0.0,0.0,0.0,0.0,152,WINDOW
9,0.0,20,0.0,0.088889,0.240741,0.666667,0.611111,-2.133095,134,WINDOW
9,0.0,223,0.0,0.298142,0.501848,0.333333,0.444444,-2.048717,62,WINDOW
9,0.0,184,0.0,0.611616,0.272166,0.722222,0.222222,-1.920944,145,WINDOW
9,0.0,225,0.0,0.421637,0.344265,0.333334,0.444445,-2.068564,58,WINDOW
9,0.0,58,0.0,1.223232,0.389682,3.444445,0.722222,-2.125693,113,WINDOW
9,0.0,160,0.0,0.809664,0.172133,0.833333,0.222222,-1.84512,41,WINDOW
9,0.0,160,0.0,0.691214,0.272165,0.833333,0.444444,-2.187242,110,WINDOW
9,0.0,186,0.0,0.272165,1.966384,0.444444,2.333333,-2.057978,12,WINDOW
9,0.0,142,0.0,0.45542,0.344265,1.111111,0.555555,-2.202667,111,WINDOW
9,0.0,252,0.0,0.544331,0.712325,0.888889,0.611111,-2.007606,137,WINDOW
9,0.0,206,0.0,0.403687,0.459468,0.555555,0.5,-2.048717,61,WINDOW
9,0.0,239,0.0,13.496301,0.862962,3.444444,1.055556,-2.137493,93,WINDOW
9,0.0,207,0.0,0.32963,0.033333,1.055556,0.166667,-2.065536,115,WINDOW
9,0.0,90,0.0,0.018519,0.151852,0.388889,0.944444,-2.013143,134,WINDOW
9,0.111111,86,0.111111,1.451691,1.103865,1.611112,1.277779,-2.06802,197,PATH
9,0.0,4,0.0,3.885185,114.59634,2.055556,11.722221,-2.101002,189,PATH
9,0.0,134,0.0,1.515354,1.784708,1.888889,2.111111,-2.03348,187,PATH
9,0.0,252,0.0,5.495115,5.795274,4.611111,5.555555,-2.175826,201,PATH
9,0.0,219,0.111111,1.857917,2.841493,2.111112,5.111111,-2.030648,176,PATH
9,0.0,205,0.0,0.998145,1.123816,1.277777,1.611111,-1.987599,190,PATH
9,0.0,202,0.0,0.750308,2.489236,1.111112,3.388888,-1.992997,193,PATH
9,0.0,223,0.0,3.040736,31.022234,1.388889,8.999999,-2.282295,161,PATH
9,0.111111,87,0.0,0.869228,1.668887,1.333332,2.222222,-2.048736,196,PATH
9,0.0,105,0.0,1.90516,2.177325,3.222222,2.888889,-2.047766,193,PATH
9,0.0,77,0.0,7.662959,32.118523,2.944445,6.222221,-2.085272,185,PATH
9,0.0,88,0.0,0.936898,2.888675,1.499999,3.833332,-2.008719,180,PATH
9,0.0,214,0.0,0.729634,18.922234,3.722222,11.5,-2.198939,161,PATH
9,0.0,198,0.0,1.18165,1.597451,1.055555,3.388888,-1.974959,183,PATH
9,0.0,189,0.0,1.003697,2.389019,1.222223,3.055555,-1.947472,187,PATH
9,0.0,124,0.0,2.738614,2.800133,3.500001,3.277778,-2.03548,191,PATH
9,0.111111,182,0.0,2.043961,1.241266,3.666666,1.777777,-1.973056,186,PATH
9,0.0,151,0.0,2.285186,41.988934,2.055556,18.166666,-2.51749,163,PATH
9,0.0,112,0.0,2.993821,3.122795,4.222223,4.944445,-2.071221,197,PATH
9,0.0,137,0.0,3.855555,9.218522,1.833333,3.611111,-2.001125,182,PATH
9,0.0,4,0.222222,1.678846,3.124574,2.722222,5.222221,-2.075226,201,PATH
9,0.0,235,0.0,1.333334,1.148268,1.666667,2.222222,-2.074616,196,PATH
9,0.0,167,0.0,2.237722,1.544405,3.777777,3.777777,-2.101326,189,PATH
9,0.0,250,0.111111,1.06284,1.695309,1.611112,3.444444,-2.052258,176,PATH
9,0.0,244,0.0,1.14342,2.03761,1.722222,2.277778,-2.021838,194,PATH
9,0.0,178,0.0,1.806368,2.277101,2.611112,3.111111,-2.006186,185,PATH
9,0.0,229,0.0,2.277915,2.247634,4.166666,4.111111,-2.052705,195,PATH
9,0.0,5,0.111111,1.669998,2.613356,2.166667,4.444444,-2.020895,210,PATH
9,0.0,118,0.0,1.481991,1.088663,1.944445,3.111111,-1.996042,180,PATH
9,0.0,86,0.0,1.652159,1.80944,3.277779,2.222222,-2.109375,193,PATH
9,0.0,204,0.0,0.278886,0.557773,0.5,2.0,2.864931,156,GRASS
9,0.111111,71,0.0,0.562963,1.866665,1.222222,3.0,2.453831,180,GRASS
9,0.111111,60,0.0,1.200001,2.088887,1.666667,2.666667,2.189135,181,GRASS
9,0.0,103,0.0,0.651852,1.144444,0.888889,2.166666,2.447547,216,GRASS
9,0.0,89,0.0,1.485185,1.585186,1.388889,1.444444,2.317212,221,GRASS
9,0.0,8,0.0,0.788811,0.712325,1.666667,1.388889,1.905303,199,GRASS
9,0.0,200,0.0,1.420746,1.025599,2.277778,1.444444,2.192935,250,GRASS
9,0.0,163,0.0,1.096297,1.051852,1.777778,2.444445,2.515826,166,GRASS
9,0.0,186,0.0,0.829631,1.985185,1.444444,2.111111,2.332739,173,GRASS
9,0.0,2,0.0,2.162963,3.277778,1.888889,3.166667,1.756645,245,GRASS
9,0.0,62,0.0,5.722223,2.444444,2.5,1.666667,2.046588,223,GRASS
9,0.0,242,0.0,0.936898,1.798147,1.5,2.166667,2.075874,183,GRASS
9,0.0,200,0.0,0.958394,2.645052,1.555556,4.722222,2.561049,215,GRASS
9,0.0,57,0.0,0.551852,1.71852,0.944445,1.444444,2.413262,177,GRASS
9,0.0,63,0.0,15.262959,6.08889,3.055556,3.666667,2.09315,220,GRASS
9,0.0,117,0.0,2.559658,3.021527,3.055556,3.055556,2.304153,224,GRASS
9,0.111111,233,0.0,6.08889,1.733333,2.666667,1.666667,2.554965,211,GRASS
9,0.0,232,0.0,0.62361,2.167949,1.166667,2.833333,2.242196,175,GRASS
9,0.0,29,0.0,0.403687,0.680414,0.444444,0.611111,1.94304,195,GRASS
9,0.0,63,0.0,0.918519,0.551852,1.444444,0.944444,1.982987,201,GRASS
9,0.111111,93,0.0,2.696296,0.933333,1.777778,2.0,2.267197,236,GRASS
9,0.111111,72,0.0,0.507408,4.607407,1.277778,3.111111,2.545329,191,GRASS
9,0.0,52,0.0,0.45542,0.389683,0.555556,0.944444,2.604013,170,GRASS
9,0.0,233,0.0,0.077778,0.785185,0.5,0.777778,2.128646,184,GRASS
9,0.0,237,0.0,0.311111,1.011111,1.0,1.5,2.122422,191,GRASS
9,0.111111,36,0.0,1.851851,0.71111,1.888889,2.0,2.368311,243,GRASS
9,0.0,186,0.0,0.744444,0.655555,1.166667,1.166667,2.382684,218,GRASS
9,0.0,197,0.0,6.829628,7.599998,2.444444,3.333333,2.7898,236,GRASS
9,0.111111,208,0.0,0.862963,5.007407,1.055556,2.444444,2.392487,240,GRASS
9,0.0,223,0.0,0.349603,2.080776,0.5,2.388889,1.83885,185,GRASS
9,0.0,110,0.0,0.666667,1.186342,1.0,1.222222,1.910864,189,GRASS
9,0.0,86,0.0,0.720082,0.750309,1.111111,1.444444,1.941465,187,GRASS
9,0.0,225,0.0,2.195113,1.520234,3.388889,3.0,1.987902,244,GRASS
9,0.0,47,0.0,1.254621,0.894427,1.277778,1.0,1.875362,232,GRASS
9,0.0,97,0.0,0.691215,1.00554,1.166667,1.166667,1.863654,186,GRASS
9,0.0,157,0.0,0.64693,0.620633,1.055556,1.222222,1.877146,221,GRASS
9,0.0,62,0.0,1.083547,1.632993,0.944445,2.333334,1.860191,224,GRASS
9,0.111111,27,0.0,0.64693,1.722401,1.611111,3.166667,1.783512,248,GRASS
9,0.0,44,0.0,2.146487,1.327766,2.222222,2.111111,1.950405,233,GRASS
9,0.0,17,0.0,1.98513,1.614747,2.111111,2.444445,2.099905,229,GRASS
9,0.0,32,0.0,1.540803,1.705113,1.277778,2.277778,2.043865,240,GRASS
9,0.111111,55,0.0,1.295291,0.998146,1.833333,1.388889,2.09922,209,GRASS
9,0.0,138,0.0,1.646545,1.878731,1.666667,2.277778,2.019747,203,GRASS
9,0.0,90,0.0,0.779363,0.827759,0.888889,1.055556,1.985552,189,GRASS
9,0.111111,245,0.0,2.538591,2.440401,1.666667,2.333333,2.126063,238,GRASS
9,0.0,58,0.0,1.06284,1.349897,1.388889,1.666667,2.006642,217,GRASS
9,0.0,146,0.0,0.327731,0.800462,0.611111,1.055556,1.909255,201,GRASS
9,0.0,19,0.0,0.344265,0.62361,0.555555,0.833333,1.937892,184,GRASS
9,0.0,245,0.0,0.516398,0.557774,1.000001,1.0,2.332243,176,GRASS
9,0.111111,228,0.0,0.688531,0.655462,0.888889,0.777778,1.916419,182,GRASS
9,0.0,80,0.0,0.742867,1.526312,1.388889,1.944444,1.986748,203,GRASS
9,0.0,184,0.0,3.255195,2.746042,3.055555,4.555555,2.164262,197,GRASS
9,0.111111,85,0.0,1.047042,1.511683,1.777778,1.944444,1.966536,223,GRASS
9,0.111111,162,0.0,1.143419,2.564718,2.277778,2.666667,1.990381,237,GRASS
9,0.0,116,0.0,1.162691,1.496911,2.277778,2.277778,2.198051,245,GRASS
9,0.0,44,0.0,0.344265,1.027402,1.444445,0.833333,2.038483,187,GRASS
9,0.0,215,0.0,2.237724,2.491467,2.555556,3.222222,2.0861,219,GRASS
9,0.0,200,0.0,1.420746,1.025599,2.277778,1.444444,2.192935,250,GRASS
9,0.0,114,0.0,1.135292,1.068055,1.666667,1.444444,2.046683,238,GRASS
9,0.0,30,0.0,1.881686,1.605543,2.444444,8.0,1.28706,251,GRASS
9,0.0,34,0.0,0.403687,0.490653,0.888889,1.277778,2.291118,164,GRASS
9,0.0,102,0.0,0.760117,0.894427,0.666667,1.333333,1.984785,203,GRASS
9,0.111111,217,0.111111,3.016621,1.242757,3.166667,2.166667,2.069452,245,GRASS
9,0.0,163,0.0,0.544331,0.960324,1.555556,1.5,2.043726,210,GRASS
9,0.0,4,0.0,0.688531,0.760116,1.555556,2.333333,2.20467,188,GRASS
9,0.0,34,0.0,0.505525,0.879815,0.833333,1.611111,1.993183,169,GRASS
9,0.0,47,0.0,1.289559,0.928958,1.722222,1.388889,2.060955,209,GRASS
9,0.0,158,0.0,2.344418,1.722401,2.444444,2.833333,2.011228,195,GRASS
9,0.111111,176,0.0,1.148268,1.90224,1.444444,2.611111,1.903686,233,GRASS
9,0.0,223,0.0,0.349603,2.080776,0.5,2.388889,1.83885,185,GRASS
9,0.111111,10,0.0,1.069787,2.948949,1.5,3.555556,1.910945,223,GRASS
9,0.0,166,0.0,0.834443,0.623609,1.555556,1.166667,1.870487,222,GRASS
9,0.111111,175,0.0,0.666667,1.345775,1.0,1.833333,1.974495,212,GRASS
9,0.222222,88,0.0,0.879815,1.455513,1.388889,2.444444,1.940832,211,GRASS
9,0.0,170,0.0,1.424651,1.289559,1.555555,2.388889,1.872506,226,GRASS
9,0.0,75,0.0,0.655461,1.020167,2.222223,1.611111,1.82234,226,GRASS
9,0.111111,2,0.0,0.620633,1.356739,0.888889,1.944445,2.221276,198,GRASS
9,0.0,85,0.0,1.00554,1.289559,1.5,1.611111,1.891015,225,GRASS
9,0.0,165,0.0,1.572919,1.173788,2.555555,2.0,-1.940813,186,PATH
9,0.0,64,0.0,0.918938,0.918938,2.333333,1.000001,-1.98088,176,PATH
9,0.0,200,0.0,1.088662,1.005541,1.111111,3.166667,-1.973221,189,PATH
9,0.111111,135,0.0,2.810035,1.289558,2.222221,2.277779,-1.982099,185,PATH
9,0.0,183,0.0,1.424649,5.556445,2.888888,5.777777,-2.004988,185,PATH
9,0.0,253,0.0,2.008316,1.544403,2.166667,2.555555,-2.020234,192,PATH
9,0.0,54,0.0,0.688531,2.691551,2.111113,2.666667,-1.95141,176,PATH
9,0.0,86,0.0,1.282359,3.074386,2.0,3.555556,-1.978657,179,PATH
9,0.0,250,0.0,1.501851,1.218681,1.499999,2.277777,-2.045996,196,PATH
9,0.111111,237,0.0,0.547723,3.523992,0.833333,4.388889,-2.047243,192,PATH
9,0.0,214,0.0,1.025599,1.69531,1.222222,3.222223,-2.046998,194,PATH
9,0.111111,160,0.0,1.936969,3.538151,2.611112,5.111111,-1.990627,187,PATH
9,0.0,201,0.0,0.760117,1.020167,1.000001,2.944444,-1.998993,191,PATH
9,0.0,217,0.0,3.284081,2.102027,4.222223,2.388889,-2.118572,195,PATH
9,0.0,185,0.0,1.128748,1.247218,1.777777,1.999999,-2.00738,188,PATH
9,0.0,65,0.0,1.470702,1.169045,2.888889,1.5,-1.965703,176,PATH
9,0.0,251,0.0,2.8784,2.354665,2.944444,3.833334,-2.056734,195,PATH
9,0.111111,149,0.0,3.208783,5.648992,3.111113,7.0,-1.868277,182,PATH
9,0.0,171,0.111111,1.730981,2.431278,2.944445,2.666667,-1.998547,187,PATH
9,0.0,249,0.0,2.621847,1.206464,2.555555,2.5,-2.016646,200,PATH
9,0.0,24,0.0,0.91287,5.455545,1.166667,9.777778,-2.143718,172,PATH
9,0.111111,129,0.0,0.910841,1.818627,2.222222,3.611111,-1.930196,184,PATH
9,0.0,77,0.0,1.333334,1.974842,1.333333,2.166667,-1.940423,177,PATH
9,0.0,189,0.0,1.003697,2.389019,1.222223,3.055555,-1.947472,187,PATH
9,0.0,53,0.0,0.879815,1.996294,1.944445,1.555556,-1.97757,176,PATH
9,0.0,223,0.0,1.032796,1.466919,1.999999,2.055556,-2.025133,190,PATH
9,0.0,188,0.0,0.975629,1.103865,1.944445,2.055556,-1.986307,190,PATH
9,0.0,205,0.0,0.998145,1.123816,1.277777,1.611111,-1.987599,190,PATH
9,0.0,214,0.0,0.65828,0.966091,0.833333,2.0,-2.101377,195,PATH
9,0.0,147,0.0,1.705113,1.597452,2.277779,2.944445,-1.919167,182,PATH
9,0.0,70,0.0,1.069789,1.173788,2.166666,1.666666,-1.942662,177,PATH
9,0.111111,173,0.0,2.564718,1.204929,2.333333,1.555556,-2.048697,190,PATH
9,0.0,215,0.0,0.516399,1.295292,1.999999,4.833334,-2.000118,193,PATH
9,0.0,168,0.0,1.520233,1.810463,4.666666,5.833333,-1.986776,184,PATH
9,0.0,227,0.0,2.360949,1.695309,2.611111,3.555556,-2.039491,196,PATH
9,0.0,202,0.0,0.750308,2.489236,1.111112,3.388888,-1.992997,193,PATH
9,0.0,185,0.0,1.858913,1.349897,2.166667,2.999999,-1.956023,186,PATH
9,0.0,248,0.0,0.952579,1.167461,1.388888,1.777778,-2.038016,200,PATH
9,0.0,253,0.0,2.69155,2.335713,2.999999,2.833333,-2.06786,201,PATH
9,0.0,252,0.0,5.495115,5.795274,4.611111,5.555555,-2.175826,201,PATH
9,0.0,228,0.0,0.620633,1.192569,1.444445,2.333333,-2.040515,191,PATH
9,0.111111,102,0.0,1.531158,1.881685,1.833333,2.444445,-1.970398,179,PATH
9,0.0,235,0.0,1.333334,1.148268,1.666667,2.222222,-2.074616,196,PATH
9,0.0,110,0.0,1.794023,1.558727,2.388889,2.555556,-1.930048,182,PATH
9,0.0,209,0.111111,2.303781,6.071487,3.055555,5.722222,-1.964901,191,PATH
9,0.0,235,0.0,2.094082,1.738453,1.888889,2.999999,-2.081095,195,PATH
9,0.0,236,0.0,1.686548,3.275612,2.666665,4.055555,-2.065421,193,PATH
9,0.111111,180,0.0,1.798145,1.781593,1.500001,1.944444,-1.958085,186,PATH
9,0.111111,181,0.0,2.711429,1.678844,2.944445,2.055555,-1.968511,186,PATH
9,0.0,132,0.0,0.655462,1.772214,0.888889,2.111111,-1.917349,182,PATH
9,0.0,133,0.0,2.16453,2.864857,2.388889,4.777777,-1.998368,181,PATH
